(9168, 16626), (-21617, -25928)
(28118, 12420), (-14486, -15199)
(318, -1331), (-18271, -27415)
(8387, -23186), (-4360, -28074)
(-7152, 31311), (-19885, -10268)
(19413, 7768), (12677, -542)
(30038, 13093), (-31647, -7355)
(9501, -20493), (-10987, -29447)
(10753, -3964), (-13525, -15084)
(22593, 16080), (4872, -3656)
(-21411, 28768), (-27216, -20968)
(-12259, -23779), (-31531, -27936)
(25680, -7720), (24365, -18455)
(5602, 13559), (4071, 7905)
(21080, 22885), (7375, 10797)
(10508, 7740), (-9058, 5340)
(23335, 19097), (-20474, -23400)
(22955, 28315), (12481, 4141)
(11455, 25043), (-16225, 22012)
(26018, 24512), (21, 23717)
(17650, 5303), (-3169, -3335)
(-18661, -3652), (-21979, -29105)
(-24033, 15987), (-26253, 11420)
(32718, 4769), (20652, -31063)
(24326, 21323), (-15005, -1594)
(7679, 32588), (-29271, 29221)
(24779, 23955), (-20183, -13262)
(23487, 29033), (-12935, 15993)
(-11807, 2669), (-24962, -11001)
(13597, 8838), (-32671, -12998)
(-7372, 21028), (-28801, 13490)
(-19771, 11197), (-31601, -29301)
(-7721, 16741), (-18610, -17421)
(3393, 15279), (-31812, -23015)
(24245, 144), (1608, -3822)
(31339, -21724), (22225, -24604)
(29130, 28223), (-2330, -4987)
(18805, -5750), (-27338, -28135)
(32209, 31920), (26737, 23224)
(31056, -6734), (-10293, -8184)
(-24684, 6741), (-28382, -12279)
(20667, 24125), (12737, -32119)
(-10737, 8793), (-16060, -20556)
(21184, 8719), (2136, -14875)
(16290, -3351), (-20476, -23072)
(-12189, -17063), (-14893, -31490)
(-1695, 32468), (-25903, -24176)
(29993, 15722), (-21083, -29515)
(-11891, 26943), (-24828, 24399)
(-14243, 10687), (-20502, -2702)
(22816, 18413), (-15891, -13162)
(29126, 26705), (-26260, 19877)
(16360, 32195), (2663, -18588)
(13189, -13063), (-28245, -32425)
(-17226, -9099), (-30502, -30048)
(1570, 11531), (-8456, -9458)
(31495, -10556), (-26819, -30591)
(-3388, -7450), (-6272, -29383)
(17954, 23569), (1775, -3585)
(-4750, -10490), (-25333, -10722)
(19611, 2352), (-23258, -30338)
(10002, 32683), (479, -4422)
(6135, 23188), (-22194, 12361)
(-4042, -4380), (-7469, -23941)
(20073, -9462), (14964, -20061)
(31552, 19149), (-28102, -5154)
(2244, 13049), (-24065, -19552)
(5869, -6747), (-18470, -10498)
(14522, 1563), (-27352, -28053)
(9850, -7240), (-9492, -28580)
(27616, 19178), (14615, -26798)
(18902, 19420), (-31635, 2883)
(-19022, 31717), (-28888, 25841)
(10389, -11749), (-13698, -25619)
(14589, 18630), (2003, -13028)
(29681, 12295), (-19864, -26610)
(31071, -6459), (-16840, -27037)
(22630, 12993), (-32203, 8290)
(-8890, -6640), (-22307, -31151)
(18245, -23661), (-5566, -32651)
(27283, -17209), (19601, -18058)
(-175, -12504), (-4287, -26787)
(2138, 7540), (-12118, -530)
(24459, 14398), (-27098, 10481)
(7746, 7670), (-19567, -28596)
(16760, -13758), (-21476, -24917)
(-3034, 10393), (-32255, -726)
(27273, -3690), (-30137, -16193)
(13694, 32627), (989, -3879)
(-11149, -669), (-25598, -25436)
(22861, 1731), (-20123, -9385)
(30953, 28223), (-10816, 16704)
(-13930, 19814), (-30792, -10048)
(-5427, 506), (-16474, -1604)
(17589, 3818), (11447, -27809)
(30066, 6840), (17975, -25089)
(-14676, 28641), (-17651, -8187)
(21085, 31250), (-4755, 28128)
(24277, 30885), (3872, -26424)
(-6646, -6478), (-24925, -31260)
(-12927, 13855), (-20778, -25134)
(22675, 5974), (2737, -16334)
(32145, 1825), (-20356, -32080)
(13573, 13037), (9905, 1717)
(-19539, 839), (-30231, -10946)
(19645, 675), (-20829, -3394)
(26897, 2480), (-32072, -29608)
(9078, 20169), (-23277, -20134)
(-27478, -1677), (-31426, -21138)
(28862, -18448), (-6724, -27700)
(13993, -2944), (684, -15137)
(821, 24643), (-10677, -29857)
(8891, -841), (-8072, -1623)
(17615, -5093), (700, -14957)
(16224, 5227), (11829, -12274)
(32629, 12170), (22885, 11909)
(-6923, 29400), (-14193, -9412)
(704, 10677), (-5767, -9834)
(20542, 27734), (-621, 22086)
(15621, 22597), (-24254, -18108)
(12493, 10819), (2438, 6366)
(25808, 21478), (2290, 16339)
(10827, 28074), (-13787, -1988)
(30104, -7056), (16798, -19002)
(29833, 26385), (20686, -19761)
(18842, 22161), (4343, -1187)
(-656, -5934), (-13063, -25012)
(-11959, 18738), (-26124, 8007)
(15441, 17013), (-10951, 14489)
(25402, 7093), (14855, -13543)
(-532, 15275), (-6266, -5469)
(17953, -22570), (-32729, -27892)
(-19472, -14262), (-28440, -22494)
(28607, 29947), (11171, -4360)
(17887, 26632), (-14523, 489)
(25739, -8522), (-8160, -24705)
(1259, 22045), (-42, -31687)
(13388, 3154), (11833, -26919)
(24314, 25776), (-6738, -13053)
(16469, 9722), (-29007, -26260)
(31376, -16626), (13793, -18717)
(8964, 14171), (1334, -18866)
(-21100, 13000), (-30664, -25476)
(11385, 11434), (-10943, -3789)
(23888, 14504), (-29561, 12157)
(5123, 4074), (-13837, -25318)
(-6461, 31461), (-16292, -3832)
(-14179, 17291), (-28498, 2317)
(-1595, -5936), (-7028, -27909)
(-1883, 26569), (-17981, 5385)
(8310, -3687), (-5230, -28681)
(-3477, 32764), (-27671, 26115)
(7171, 22740), (-27311, -1405)
(13675, -21604), (10998, -25790)
(19631, 8388), (-18718, -18259)
(6300, 21479), (-14609, 16853)
(14854, 26160), (-20830, -30806)
(10471, -146), (-12054, -10559)
(29421, -16366), (26685, -25329)
(32506, 8982), (22860, -11979)
(7887, -7266), (-17540, -14469)
(-13509, 2317), (-32053, -12258)
(18140, 12937), (-17843, -16466)
(21817, -9551), (-2512, -21292)
(32389, 25296), (-27530, 5809)
(31744, 6292), (-6120, -8182)
(-8705, 26807), (-14214, -7011)
(6693, -26203), (-17762, -26946)
(1048, -1127), (-7954, -26624)
(28240, 10142), (23817, -15127)
(28400, 21476), (10935, -5831)
(-3537, 16211), (-28029, -17922)
(20785, 10443), (-26880, -3293)
(-9375, 13640), (-10555, 9270)
(18040, 28834), (-1539, 12796)
(7262, 14248), (-24464, -30731)
(20170, 23332), (-13293, -27182)
(15026, 31004), (-32331, -11738)
(19695, 441), (-19623, -3659)
(-8613, 18569), (-12628, 1088)
(23115, 27837), (-7679, 1723)
(-24395, 11153), (-29448, 4508)
(3202, 24828), (-17411, -7665)
(-11715, 31805), (-27705, -18023)
(19285, 10968), (-29478, -21840)
(18032, 29910), (-16633, -348)
(-8982, -12306), (-17860, -29527)
(8343, -28233), (-29171, -28942)
(7879, 23234), (-530, -14512)
(21926, 32719), (-6188, -5191)
(28094, 30435), (-5224, -8867)
(22005, -22850), (-20540, -32686)
(28042, -15811), (9578, -32677)
(28804, -21016), (-21143, -28368)
(30335, -1325), (28023, -24618)
(-7846, 21086), (-18396, -31522)
(28870, -3873), (-16280, -26358)
(3413, 31896), (-24450, 4641)
(-8695, -12594), (-23525, -16824)
(-10041, 12534), (-26067, -4640)
(-23000, 32621), (-25293, -7717)
(26925, 19978), (-3943, -10639)
(2850, 26444), (-23623, -12036)
(21346, 16061), (-10238, -26886)
(5299, 19991), (-3751, -11728)
(5717, -6867), (1421, -17093)
(24942, 1768), (-32444, 1201)
(26641, 11262), (21244, -9625)
(17584, -5695), (13149, -10984)
(-5032, 1537), (-8363, 1219)
(27252, 31918), (-25917, 31269)
(20027, 31993), (-12137, 424)
(1014, -484), (-29271, -893)
(6798, 11299), (-11495, 1293)
(8493, 24069), (-9314, 1549)
(-13252, -6508), (-26865, -15238)
(-10106, 6231), (-23088, -12368)
(18238, 17723), (-15258, 9647)
(-12351, 7118), (-18706, -11156)
(2097, 14651), (-4510, 10591)
(-14578, 21705), (-27844, -7741)
(-19785, 8624), (-28356, -6227)
(10102, 19468), (-8979, 12489)
(27089, 28410), (-13490, 11950)
(-18277, 13976), (-20122, 7672)
(9085, -435), (-19751, -1751)
(15072, 11838), (-1511, 6716)
(18939, 1056), (12902, -24588)
(22586, 29777), (-21979, 12549)
(13245, 14062), (-4719, -29091)
(-13785, 14709), (-21954, 7406)
(-21860, 18335), (-22421, 13465)
(-5677, 21005), (-23388, -13143)
(25253, 26555), (-10130, -27754)
(-940, 12008), (-32488, -2997)
(12499, 29613), (8454, -8237)
(-17137, 16600), (-18682, -15351)
(21968, 8968), (-23683, 2641)
(12437, 29256), (-29869, -32499)
(-5820, 15012), (-7640, -1663)
(-25897, 28878), (-27553, 2774)
(30712, 30624), (25624, -18075)
(6504, 20084), (-462, -4055)
(-19750, 19397), (-31122, 13917)
(-4931, 28290), (-10357, 27505)
(18725, 29855), (-985, 1084)
(15338, -5506), (-30742, -14428)
(3609, 28505), (-5053, -19854)
(12239, 24209), (-16499, -31036)
(15712, -21909), (13647, -25013)
(20130, 20666), (-6286, -9034)
(-1949, -5416), (-32736, -10844)
(28325, 25668), (19285, -14590)
(15536, 716), (9729, -14541)
(6204, 20328), (-15384, 7523)
(23483, 16141), (1411, 250)
(25107, 9088), (10845, 5857)
(14199, 30858), (8990, -14155)
(8917, 11462), (8234, -3967)
(8314, 19095), (8239, -4586)
(17776, -3164), (15812, -6879)
(32570, 24312), (16561, -18200)
(19808, -2647), (-21856, -17452)
(-24547, 24007), (-32618, -15675)
(-6336, 21501), (-18709, -28642)
(22897, 4798), (18129, -1436)
(23105, -15032), (-12516, -15579)
(6140, 31313), (-1727, -28488)
(-5589, 4364), (-32271, -18259)
(3012, 5059), (-9574, -21759)
(-20416, -1052), (-27649, -28522)
(19891, 27224), (-15055, -13310)
(27834, 31441), (-16439, 6648)
(32668, 5745), (-20633, -19176)
(31015, 19252), (8956, -6966)
(8144, 29334), (-11876, 1205)
(-4291, -13465), (-22471, -23700)
(-2016, 31502), (-31505, 14624)
(9275, 6003), (-6046, -17632)
(31901, 29153), (19649, 10405)
(1025, 5532), (-9793, -14336)
(15896, 17776), (14550, 13795)
(3760, 8729), (-17350, -10036)
(25584, 21617), (6050, 16806)
(19066, 6450), (13101, -6388)
(-4593, 27038), (-28621, 20280)
(25167, 30833), (23865, -4345)
(-13817, -6753), (-22632, -17839)
(18613, -8252), (-19861, -28318)
(-617, 29554), (-7813, 25429)
(-15966, 29942), (-19522, -27587)
(23158, 13762), (-30946, -8380)
(14464, 27297), (5946, 12584)
(32715, 1206), (31302, -8833)
(6354, -6645), (-19067, -24919)
(-22197, -7592), (-27988, -8652)
(658, 4120), (-10999, -26859)
(32036, -4912), (-23953, -20741)
(11567, -6844), (-29681, -21108)
(28026, 27607), (5259, -23849)
(20481, 20149), (2884, -24546)
(-1105, 26793), (-13338, -18217)
(679, -19555), (-16641, -26133)
(20279, 24870), (1954, 10252)
(26072, -17480), (-18086, -26701)
(30260, -8938), (14990, -28981)
(5242, 28781), (-24061, -16070)
(12833, 30721), (502, 1563)
(8686, 28406), (-31447, 23577)
(-16464, -13240), (-18683, -20337)
(27168, 29656), (4858, 15255)
(32702, 21276), (13201, 15023)
(26312, 5488), (-26850, -13475)
(18848, 24798), (-26101, -30245)
(8871, 8172), (-14462, -18258)
(13976, -16088), (-24441, -18298)
(-5769, 19997), (-31283, -917)
(15020, -3480), (-32389, -17442)
(10777, -8381), (-522, -20979)
(2186, -19735), (-15713, -20648)
(6636, 19919), (-14752, 9260)
(31496, 21011), (-26792, 19278)
(6702, 31539), (-7547, -23202)
(19359, 21920), (2257, -7298)
(23960, -12136), (-22033, -29591)
(17775, 14376), (-20272, -5086)
(18456, 23495), (9515, 8437)
(18908, 1360), (12626, -1085)
(21154, 19752), (-8706, -30630)
(-23179, 8313), (-32517, -14145)
(-1969, 23681), (-23762, -24308)
(-16715, 22708), (-23147, -31066)
(18631, 2514), (-14663, -5541)
(25988, 13444), (655, -28168)
(16278, -23327), (-7523, -29427)
(-23461, 9934), (-25587, -31463)
(2406, -1495), (-26126, -23859)
(-17879, 24223), (-22496, -6126)
(-17107, 31371), (-31585, -24087)
(16519, 8257), (-22492, 5715)
(5865, -10886), (-24959, -32019)
(-10468, -456), (-22313, -1028)
(31274, -11395), (7578, -15024)
(18585, -5038), (14095, -8971)
(-6231, 2232), (-26658, -25722)
(32702, -9818), (15590, -17408)
(25713, 23092), (15561, 5028)
(26467, 7358), (3987, 4983)
(27264, 26746), (-10425, -13163)
(4718, 22619), (-5792, 19948)
(5808, -3766), (-9079, -14825)
(17518, 29156), (-25456, 10035)
(-3360, 17524), (-22294, 16208)
(9694, 21702), (-7419, 20189)
(6637, -20609), (-20523, -27416)
(10415, 14899), (-15169, -5436)
(10378, 17858), (-9846, 5915)
(24616, 11056), (-20333, 2382)
(30062, -4872), (27442, -24524)
(23396, 30665), (18775, 8582)
(-3554, 11417), (-18759, -6824)
(-19917, 21873), (-28422, -15733)
(31622, 27395), (31175, -5985)
(-9072, 10193), (-26720, -31988)
(12254, 21090), (-30816, -30876)
(12322, -27602), (-12289, -29979)
(12274, 16463), (-30654, 9734)
(22972, -16453), (2307, -18333)
(-17659, 21907), (-20695, 661)
(628, 3592), (-13472, -6811)
(24956, 29749), (-15835, 3716)
(23296, 13120), (-16406, 3445)
(21691, 30538), (-18104, 20353)
(17611, -8724), (-17004, -14852)
(23855, 10146), (20135, -31741)
(692, -17312), (-19381, -29102)
(-6161, 22405), (-17569, -32628)
(27440, 32471), (21228, 22148)
(25616, 24815), (-24745, 7210)
(16226, -18536), (-32482, -27479)
(31165, 30732), (-11105, -14518)
(23978, 13896), (5032, -8245)
(24169, 16467), (11049, -27362)
(22186, 25603), (-32143, 3603)
(21300, -423), (5396, -25230)
(30786, -3617), (26152, -31597)
(26224, 26260), (-23425, 19312)
(-452, 29562), (-8211, -6890)
(14767, -28960), (2064, -30787)
(24565, 30837), (-2815, -2088)
(19269, -13830), (-4640, -18319)
(31626, 1411), (25893, -2357)
(-30336, -2334), (-32405, -5950)
(19094, -15253), (-23017, -31270)
(24591, 3576), (4977, -21505)
(20072, 23016), (-9193, -1852)
(-28366, 14439), (-32521, -6344)
(9107, 3554), (-7432, -32020)
(31098, 3916), (19029, 3059)
(-4583, 22342), (-20070, -1135)
(13877, 28295), (2403, -15718)
(7285, 16678), (-101, -2364)
(-18938, -2737), (-27626, -17096)
(19109, -20381), (4493, -27873)
(25739, 25442), (-16731, -25923)
(9223, -16467), (-6850, -26040)
(19463, 18366), (3400, 15606)
(29356, 23175), (-19685, 20229)
(1683, 7619), (-32190, -2469)
(7158, 8545), (-14341, -5794)
(12675, 28900), (-13341, 17438)
(-5253, 30285), (-30580, 15013)
(19670, 3281), (6549, -9077)
(-16835, -5233), (-28731, -28137)
(-20342, 30000), (-27376, 17731)
(30916, -4999), (-29240, -13623)
(-7131, -14363), (-25575, -31539)
(-7389, -6424), (-14726, -22024)
(28745, -11324), (28392, -11483)
(16843, 4468), (-27740, -15756)
(8124, 1458), (3114, -25311)
(21717, 2990), (4580, -17590)
(14000, 28275), (-19682, 20106)
(11592, 16436), (8644, -18838)
(-1052, 21256), (-27212, -7446)
(32057, 31148), (-13145, 26250)
(6763, 21858), (-25774, 9429)
(21174, 10139), (-7301, -32655)
(15376, 19424), (14024, -1575)
(22851, 30794), (-20537, -18525)
(-21706, 16071), (-31884, -19979)
(17438, 14820), (-5158, 845)
(9766, -9389), (-26271, -22957)
(20394, 29648), (8029, -2039)
(5517, 32530), (3148, 22990)
(-1927, -21301), (-29743, -30393)
(8431, 1135), (5842, -18616)
(-22166, 27782), (-28717, -5920)
(-22195, -11763), (-27006, -31870)
(-5881, 26721), (-23592, 19217)
(17322, -14153), (-21424, -18230)
(8720, -15264), (-31794, -30388)
(18213, 8658), (-23753, -5058)
(8090, -6823), (-24701, -11558)
(6209, 14026), (-24287, -935)
(12531, 15009), (-23071, 3902)
(22794, 26754), (5015, 11736)
(17933, 17855), (-17945, -30542)
(21389, 21788), (-30487, 15347)
(-6860, -29846), (-12280, -32707)
(32182, 13142), (-25636, 7549)
(7639, 9251), (-2823, -3362)
(17624, 26350), (-26781, -4985)
(29726, 29915), (20170, -20216)
(18352, -6421), (-11128, -14329)
(12735, 18666), (-24082, -24986)
(13485, 2150), (-11896, -20003)
(-5872, 8120), (-27165, -4770)
(32128, 20799), (15004, 6621)
(25269, -6382), (16344, -32235)
(28710, -7372), (-26395, -20666)
(29905, 13452), (17906, -28021)
(22167, -5783), (6575, -17525)
(31274, 19679), (28793, -32629)
(27824, 21511), (-12460, 7016)
(67, 27225), (-19801, -29309)
(19140, 18760), (-14449, -31655)
(-1725, -4809), (-4836, -30270)
(6631, 3969), (-22301, -25807)
(-21164, 24124), (-27770, 13997)
(-3379, 30265), (-29511, -16028)
(-2432, 32048), (-32666, -30160)
(24404, 6241), (-22133, -25565)
(12147, 23954), (3454, 1721)
(10688, 16116), (-30180, -24537)
(29384, 31987), (-18389, -7004)
(29052, 1528), (-1472, -26958)
(11096, -8901), (-28983, -10823)
(-1932, 13472), (-14520, -10824)
(25167, 25690), (-30057, 2732)
(29926, 21479), (-29703, -18833)
(22910, 21027), (527, -26393)
(19251, 12081), (-7863, -2565)
(28103, 15238), (-17464, -6572)
(16922, 10867), (-9298, -5234)
(24019, -14062), (-16811, -17405)
(15842, -5084), (3651, -17898)
(650, 5939), (-16500, -31155)
(26017, 14948), (-3495, -14648)
(-3637, -3695), (-10171, -15800)
(28134, 17177), (20641, 4496)
(31565, 27445), (-12537, 25851)
(8194, -2178), (-6928, -15149)
(-5312, 27795), (-32692, -25199)
(26742, -12376), (-22567, -30103)
(-137, 14331), (-14047, -28965)
(26053, 28052), (-11156, 12695)
(-8752, 31958), (-13929, -4278)
(7054, 4208), (-24171, -8503)
(22599, -13261), (-32174, -26107)
(24435, 5732), (-4667, -18367)
(-21054, 19212), (-30129, 11977)
(-15012, 14889), (-32647, 2489)
(25836, -10482), (-15503, -24387)
(-5646, 15597), (-27027, 952)
(25032, 5945), (-28224, -22195)
(-3282, -14437), (-27632, -22602)
(23399, 19654), (-35, -30132)
(-5293, 2649), (-29204, -25705)
(4750, 23774), (-29668, 20228)
(6651, -19074), (-15189, -27037)
(5850, 3161), (-22233, -29260)
(21846, -9594), (9546, -21263)
(17945, 15760), (-25254, 8246)
(13335, -16616), (-25419, -29018)
(17644, 26525), (9370, -29482)
(25306, 31593), (5105, -23201)
(4591, -2322), (-2700, -3223)
(6762, 29235), (5152, 1268)
(-12200, 6272), (-22762, -17519)
(-3370, 29145), (-12714, -30079)
(16282, 27119), (-12193, 25516)
(-17888, 12425), (-27769, 9814)
(-5398, -11888), (-5970, -17598)
(-19662, -14081), (-29053, -15741)
(19618, 25094), (-2538, -1445)
(-8243, 31499), (-16937, -4718)
(30554, 29556), (26429, 31)
(21875, -13910), (13132, -30522)
(27277, 29348), (17777, 15175)
(3640, 29081), (-6125, 19821)
(-3110, -12907), (-17547, -27077)
(22574, 369), (403, -10540)
(573, 28048), (-32485, 25816)
(15791, -8010), (-20373, -22604)
(32364, -5994), (-24023, -31657)
(-8828, 14023), (-29285, -13549)
(-9009, 30369), (-21590, -30867)
(7604, -11620), (-12693, -32212)
(22662, 10089), (10842, -16100)
(27964, 21486), (22642, -1271)
(9466, 30954), (-17349, 3445)
(16114, -22832), (3281, -23757)
(14943, -3232), (13239, -32589)
(-1912, 30935), (-6209, -18795)
(19601, 31230), (-1479, 2043)
(-11983, 29686), (-23412, 26623)
(16257, 14439), (12276, -10652)
(13367, 13316), (-19035, -11221)
(31520, -21531), (24258, -24565)
(15923, 25342), (-31782, -26162)
(14196, 19969), (-18715, -24736)
(-10882, -1154), (-15174, -19769)
(28301, -8595), (-24161, -13604)
(5485, 29229), (-7718, -8079)
(9662, 29343), (-7475, 11574)
(27532, -8266), (5472, -32684)
(32151, 17233), (9076, -18604)
(29616, 31417), (468, 14066)
(16873, 2510), (-15941, -16866)
(-4020, 31825), (-5081, -15948)
(31173, 10309), (-31238, -13739)
(-20448, -17054), (-22490, -19056)
(30589, -17585), (-12888, -27536)
(14581, -11560), (4167, -19606)
(8732, 21960), (-26784, -26843)
(22443, 24740), (-16923, -3919)
